est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
76,171,39861,34348617,22,0
92,206,69444,6264712,22,0
29,65,34550,4986253,24,0
14,31,63316,872991,26,0
21,47,71920,36241038,25,0
31,71,48612,46518995,24,0
231,517,24767,10987656,20,1
80,179,28448,40798502,22,0
167,375,47080,54487789,21,0
3,7,24820,68680315,29,0
69,156,56025,7839284,22,0
192,430,65593,65078094,20,0
192,430,89319,54946193,20,0
133,297,112129,35981824,21,1
30,68,23007,10258115,24,0
63,142,65948,5856279,23,0
18,41,16396,15431485,25,0
31,71,88111,5727458,24,0
38,85,55496,25588988,24,0
105,236,46087,11699708,22,0
84,187,75298,58095015,22,0
43,97,49591,57696683,23,0
19,43,16164,64968669,25,0
66,149,41892,8279217,23,0
7,16,73282,73668705,27,0
42,94,44190,25308476,24,0
110,247,42426,70944398,21,1
55,124,16920,73310020,23,0
23,51,47059,37861603,25,0
74,166,37008,69617444,22,0
25,56,22919,10485579,25,0
35,78,26139,30631259,24,0
121,271,45313,21566748,21,0
73,163,30842,23826388,22,0
201,450,89715,69440571,20,0
12,28,14353,9646340,26,0
25,58,50347,49183144,25,0
269,602,51945,35805500,19,0
13,31,35721,1569801,26,0
22,49,10343,54059590,25,0
27,62,74390,67150818,24,0
14,32,28231,7510460,26,0
183,411,55216,8635205,20,0
10,23,58201,53020520,27,0
118,264,57779,18252434,21,1
96,215,67819,19461110,22,0
12,27,21338,4422049,26,0
5,11,18990,33242804,28,0
152,342,71188,42357777,21,0
46,104,50125,31827064,23,0
27,62,41485,15354244,24,0
9,22,31461,16789009,27,0
192,430,53159,44987340,20,1
53,119,33160,23699542,23,0
56,126,18732,29856232,23,0
42,94,36691,10798812,24,0
43,97,49635,57081770,23,0
53,118,51399,9667634,23,0
8,19,23991,2425449,27,0
319,714,60169,38154217,19,0
12,27,37145,52803182,26,0
25,56,32815,4915049,25,0
8,19,45687,37414926,27,0
105,236,22678,61629125,22,1
33,74,28757,57471424,24,0
178,399,74185,49364039,20,0
53,118,59769,60305396,23,0
27,62,26009,62813624,24,0
46,103,31152,30194975,23,0
44,98,60199,54138210,23,0
17,39,16178,10440337,25,0
153,343,64205,63917569,21,0
36,81,69450,72216186,24,0
40,89,49869,23894476,24,0
127,284,47497,55235876,21,0
5,13,37183,385694,28,0
167,375,51410,42035491,21,0
18,41,28280,20948862,25,0
15,34,64008,24363064,26,0
21,47,53325,49227495,25,0
22,49,52280,2243802,25,0
16,37,20821,16698162,26,0
13,31,33803,3762685,26,0
29,65,72263,52311423,24,0
38,85,79379,7155406,24,0
9,21,36593,23760508,27,0
76,171,49735,11754450,22,0
18,41,48801,1669789,25,0
36,82,26904,34637650,24,0
69,156,52203,4133625,22,0
101,225,23356,16770018,22,0
19,43,29168,28390286,25,0
69,156,43906,12952072,22,0
19,43,54488,66549246,25,0
48,108,32560,11321079,23,0
162,363,58658,26634138,21,1
221,494,84518,26146288,20,0
12,28,15979,3609203,26,0
12,28,86341,54841987,26,0
35,78,69825,28071069,24,0
316,708,89978,73749865,19,0
30,68,61587,49474509,24,0
12,27,56469,66680870,26,0
88,196,21855,66415059,22,0
229,512,48497,62181684,20,0
20,45,88340,72007577,25,0
55,124,25771,46233799,23,0
3,8,94110,185156,29,0
84,187,80497,8712192,22,0
19,43,59956,66120980,25,0
50,113,28525,6638951,23,0
201,450,72080,13052164,20,0
12,28,61089,58237382,26,0
146,326,34688,66905141,21,0
9,21,21235,2952412,27,0
17,39,65257,63412635,25,0
20,46,26926,14360953,25,0
2,5,30297,9739593,30,0
60,136,7298,24438247,23,0
46,103,79677,11205169,23,0
44,98,37199,37401337,23,0
69,156,60087,47170538,22,0
162,363,26024,66055712,21,0
44,100,9474,65555036,23,0
36,82,19509,27263481,24,0
87,195,58118,71910836,22,0
31,71,24584,59575701,24,0
199,446,57460,39374776,20,0
25,56,79636,63568914,25,0
5,13,10504,2807957,28,0
22,50,15540,5392562,25,0
5,11,25419,33132838,28,0
167,375,54605,9864186,21,1
78,174,53953,59198319,22,0
27,62,44906,24859593,24,0
55,124,48777,19822562,23,0
44,98,21925,49588110,23,0
30,69,26843,65759696,24,0
121,271,44769,47043109,21,0
13,31,26275,2014311,26,0
101,225,19751,46471215,22,0
10,23,30208,38663598,27,0
161,361,58407,50637770,21,1
64,144,31821,28989445,23,0
56,127,25795,48251067,23,0
30,68,65593,72986923,23,0
121,271,39521,55235569,21,0
101,225,52607,44666256,22,0
48,108,63786,3271027,23,0
70,157,27074,30394115,22,0
167,375,28074,65532801,21,0
21,48,48759,10575214,25,0
18,41,47239,42952314,25,0
160,358,25886,31257857,21,0
139,311,17383,12191884,21,0
309,691,43899,68412232,19,0
12,28,27706,2583990,26,0
6,13,21000,17576635,28,0
31,71,68288,70011128,24,0
84,187,40166,46221723,22,0
16,37,37455,16276398,26,0
219,489,63674,19958371,23,0
26,59,54329,2616192,25,0
130,292,32756,58711235,21,0
55,124,43568,54216937,23,0
8,19,58233,42523087,27,0
11,25,84542,465672,26,0
6,15,27561,4526751,27,0
80,179,37573,71631450,22,0
121,271,55009,60267307,21,0
10,23,17851,6847539,27,0
16,37,24503,1956151,26,0
96,215,31151,71218347,22,0
133,297,67595,56810590,21,1
38,85,72979,53469829,24,0
25,56,73625,63988346,25,0
26,59,27434,13215140,25,0
7,16,28612,74650987,27,0
167,375,66294,52063391,21,0
96,215,29992,38493805,22,0
40,90,54818,50163385,24,0
29,65,50737,11252759,24,0
9,20,43301,52010849,27,0
33,75,74591,43452179,24,0
11,26,54181,42684516,26,0
20,45,18295,2397576,25,0
80,179,24808,14622889,22,0
127,284,78356,43439962,21,0
5,11,27177,65753437,28,0
49,111,29962,32937465,23,0
14,32,22871,1376432,26,0
88,196,71219,6246356,22,0
11,25,28223,2979748,26,0
23,51,12124,12467892,25,0
13,29,61706,1865445,26,0
33,74,21994,30175732,24,0
49,110,29884,38995894,23,0
13,29,86467,49129005,26,0
13,30,16317,32756074,26,0
80,179,54573,74729560,22,0
133,297,29700,41934130,21,0
84,187,30675,34796185,22,0
146,326,51869,58651120,21,0
3,8,68496,70868364,29,0
76,171,59580,8506191,22,0
25,56,26936,9877817,25,0
10,22,70247,56334744,27,0
119,266,34093,48624036,21,0
92,206,56168,16985005,22,0
131,295,38377,45848213,21,0
81,182,66840,72463905,22,0
221,494,63047,52304377,20,0
120,270,94188,63806701,21,1
13,29,39123,49288662,26,0
29,65,72387,57387622,24,0
11,25,73618,64831781,26,0
96,215,37068,50469020,22,0
18,41,98567,59235453,25,0
265,594,73618,60334951,20,1
80,179,30733,52087609,22,0
22,49,59935,47858341,25,0
9,20,56582,41873656,27,0
69,156,98626,71212876,22,0
211,472,105590,27108405,20,0
4,9,53121,64307370,29,0
185,414,63375,74795295,20,0
7,16,20374,21080806,27,0
127,284,41498,61426292,21,0
38,85,23910,25714175,24,0
36,169,40557,2338387,24,0
19,43,23576,35193785,25,0
96,215,99133,67651439,22,0
242,542,70832,55138038,20,1
9,21,45078,52038822,27,0
132,296,29479,38829730,21,0
29,65,22140,34956999,24,0
146,326,64606,29664443,21,0
73,163,25874,19049635,22,0
192,432,11052,73910576,20,0
15,34,30956,15257189,26,0
8,19,29189,5874065,27,0
58,130,20058,12190858,23,0
110,247,34516,44475278,21,0
66,149,80732,73625421,23,0
20,45,53015,15758844,25,0
101,225,41499,31152771,22,0
66,149,46347,28770937,23,0
33,74,47740,41982182,24,0
232,520,83836,54302143,20,0
192,430,29728,23087277,20,0
152,342,39568,23935781,21,0
127,284,60297,32397001,21,1
76,171,22054,23907859,22,0
25,57,38860,16454302,25,0
201,450,43661,61469570,20,1
18,41,18852,26355967,25,0
44,98,45298,8414584,23,0
69,156,10959,44824779,22,0
133,297,25829,11184629,21,0
36,82,37711,49348379,24,0
34,76,38909,61910149,24,0
64,143,48019,21787085,23,0
40,89,76243,36598271,24,0
116,259,100951,29088600,21,0
227,508,78845,64582673,20,0
40,89,14008,19683565,24,0
242,542,106403,64072900,20,1
3,8,29783,42271997,29,0
29,65,33549,13527023,24,0
183,411,88912,51368966,20,0
172,385,51930,45491601,20,0
48,108,19006,7948677,23,0
210,469,38938,26125311,20,0
8,19,17484,4682122,27,0
96,215,53854,48396235,22,0
31,71,83951,63364106,24,0
113,253,6463,46640802,21,0
24,54,45512,841493,25,0
16,35,46936,50194296,26,0
22,50,45670,1521564,25,0
84,188,86079,33719156,22,0
167,375,25762,61404728,21,0
24,55,13094,11176695,25,0
110,247,53302,36301597,21,0
60,136,25920,16879420,23,0
23,51,32568,966974,25,0
127,284,46102,40446972,21,0
37,83,46170,15733809,24,0
9,20,46948,34701993,27,0
110,247,52497,66971224,21,0
80,179,71683,37689361,22,0
17,39,39648,4776098,25,0
35,78,29898,73403084,24,0
3,8,36871,250975,29,0
70,158,45962,7389935,22,0
12,27,34272,1122068,26,0
18,41,77326,68693876,25,0
116,259,51844,55259803,21,0
191,428,100897,58272913,20,1
116,259,57803,30608759,21,1
24,54,29757,4315665,25,0
10,22,86734,58476125,27,0
11,24,96110,59267220,26,0
55,124,47651,9444381,23,0
176,394,62625,39010406,20,1
102,230,26119,33980624,22,0
15,34,36394,26009849,26,0
11,24,44518,961186,26,0
10,23,10049,5093317,27,0
16,35,68879,51706803,26,0
152,340,55942,45229165,21,0
127,284,69976,74288205,21,0
17,39,46845,522485,25,0
22,49,20439,17464239,25,0
9,21,35914,2686901,27,0
46,103,51731,22137594,23,0
25,56,56448,72154677,25,0
12,28,28672,63546030,26,0
36,82,52660,854923,24,0
38,85,43282,54880459,24,0
31,71,28954,3754011,24,0
40,89,42484,25647706,24,0
5,13,79231,58192298,28,0
265,594,58920,21065803,20,1
16,35,31668,12153717,26,0
175,392,66537,17850144,20,0
88,196,43779,56274458,22,0
12,27,59552,41103065,26,0
27,62,40656,44162381,24,0
20,45,53685,28643039,25,0
231,517,71658,60212190,20,0
86,194,51839,37712851,22,0
18,41,45353,684486,25,0
84,187,96707,59573444,22,0
23,51,45156,34995042,25,0
12,28,62828,38889435,26,0
48,108,48713,64793831,23,0
33,74,18736,13680385,24,0
72,162,23841,41317615,22,0
5,12,13903,1076018,28,0
31,71,16977,18252714,24,0
17,39,61099,67316893,25,0
193,432,34717,41072976,20,0
47,105,14091,37717264,23,0
25,56,32132,24861066,25,0
12,28,29116,51250008,26,0
53,118,13471,39384628,23,0
57,128,40940,21091415,23,0
17,39,12909,33500120,25,0
160,358,79950,61626795,21,0
11,24,29299,1432987,26,0
15,34,23022,53833867,26,0
152,342,83361,51731364,21,0
59,133,36745,59433068,23,0
60,136,68156,57189391,23,0
6,15,9294,4110037,27,0
21,47,35053,34645862,25,0
34,76,45422,10375543,24,0
38,85,16610,23883210,24,0
46,103,27585,18779019,23,0
48,108,50711,8138829,23,0
88,196,41232,48253429,22,0
18,41,30488,1723299,25,0
139,373,27190,22638403,21,0
38,85,70669,54212227,24,0
5,11,36583,19724483,28,0
66,149,28631,13803332,23,0
167,375,95436,71417127,21,1
8,18,30682,23629047,27,0
5,11,48346,26269207,28,0
5,11,23338,61735998,28,0
13,31,29435,35322420,26,0
101,225,25347,26506597,22,0
3,8,55047,46260547,29,0
231,517,39479,36511264,20,0
40,89,69722,54071548,24,0
50,113,29923,72101313,23,0
110,246,23702,56720974,21,0
3,8,34622,25396800,29,0
10,22,16768,6479238,27,0
73,163,106480,68759873,22,0
48,109,37062,58538420,23,0
17,39,51440,45226465,25,0
92,206,57335,30083847,22,0
75,169,15541,45145198,22,0
127,284,73649,32123345,21,0
19,43,71222,63266371,25,0
22,49,23237,6000619,25,0
26,59,31806,38598106,25,0
60,136,9353,61512950,23,0
147,329,24200,15177193,21,0
201,450,64414,64598403,20,0
242,542,22666,23636721,20,0
17,39,56365,63541097,25,0
33,74,79266,70475187,24,0
55,124,27211,57191201,23,0
101,225,53769,45156510,22,0
38,85,21157,52698480,24,0
40,89,61269,55537702,24,0
76,171,13332,44222121,22,0
129,289,51957,60751003,21,0
231,517,73081,16277528,20,0
10,22,19288,68706075,27,0
5,12,92849,58774173,28,0
55,124,50251,31271909,23,0
38,85,52577,25859572,24,0
215,480,97637,37220402,20,0
38,85,49828,43055989,24,0
321,717,97625,49328148,19,0
27,62,34590,50423163,24,0
73,163,54462,22704785,22,0
33,74,39941,522954,24,0
30,68,22572,28610986,24,0
80,179,41799,66699896,22,0
69,156,63380,48263125,22,0
121,271,58228,62556037,21,0
16,37,83307,73878974,26,0
11,24,30549,72956368,26,0
26,59,37456,25652502,24,0
4,10,11212,444260,28,0
8,19,24642,8578707,27,0
79,177,13482,35256397,22,0
4,10,42419,15652803,28,0
152,340,58488,72329196,21,1
11,25,48894,47568937,26,0
121,271,56703,46896831,21,0
53,118,45994,39537488,23,0
19,43,46355,3921543,25,0
31,71,51620,11833681,24,0
11,24,15685,30134101,26,0
242,542,94795,52409482,20,0
36,82,47426,4674670,24,0
58,130,10434,24847546,23,0
50,113,55936,8758627,23,0
5,13,56375,24335233,28,0
44,98,24369,8717442,23,0
21,47,51108,53405246,25,0
221,494,69944,24667409,20,0
255,570,80221,33583189,20,1
60,136,47531,3408132,23,0
54,122,42773,19209460,23,0
40,89,54934,41388937,24,0
73,163,60224,48605960,22,0
10,23,19233,1998191,27,0
24,54,53611,35445834,25,0
84,187,55407,42970315,22,0
16,36,27880,3554978,26,0
315,704,48838,64634143,19,1
31,71,46306,20778603,24,0
5,12,78528,62124006,28,0
27,143,50732,46963187,24,0
11,24,43187,52815083,26,0
92,206,45415,33288676,22,0
167,375,110817,46141600,21,0
46,103,49303,16926075,23,0
44,98,19309,20634109,23,0
12,27,32122,287610,26,0
310,695,66357,25089503,19,0
35,78,91905,67630364,24,0
15,34,25480,56170279,26,0
3,7,37848,40475239,29,0
60,136,23343,24670796,23,0
131,295,59665,21625777,21,0
5,11,42686,131055,28,0
55,124,44099,14353680,23,0
22,49,28095,10144689,25,0
12,27,73843,45018420,26,0
63,142,12670,55847504,23,0
38,85,26432,17554401,24,0
12,27,39528,50333388,26,0
24,54,28939,4277480,25,0
17,39,12630,11504944,25,0
29,65,47422,22689795,24,0
46,103,19518,11229498,23,0
211,472,52955,29556926,20,0
309,691,60538,37644351,19,1
105,236,54754,52451043,22,0
38,85,46576,31754542,24,0
14,32,22381,31230483,26,0
100,224,44190,31020094,22,0
259,580,39396,42561434,20,1
13,31,14072,5932963,26,0
135,303,77091,22372541,21,1
17,39,28378,38132750,25,0
201,450,46871,44585094,20,0
153,343,55160,19831963,21,0
50,113,15969,32147173,23,0
116,259,7636,53155226,21,0
50,113,54281,57933977,23,0
101,225,28252,63158797,22,0
24,54,48824,43441180,25,0
31,71,38861,18916079,24,0
88,196,40153,29187606,22,0
76,171,25067,46174668,22,0
231,517,64708,7692998,20,0
12,27,36579,2735956,26,0
116,259,70198,64550128,21,0
12,27,24474,4697384,26,0
7,17,21315,53333292,23,0
3,8,59077,8195389,29,0
30,68,34078,47646406,24,0
46,103,39828,13508403,23,0
27,62,27959,14291864,24,0
192,430,63283,37624679,20,0
2,5,32002,70334755,30,0
280,628,55668,56449702,19,1
30,68,55430,8422848,24,0
211,472,48821,54742732,20,0
31,71,23556,21300369,24,0
167,375,46982,11019166,21,1
35,78,22525,61231852,24,0
152,342,63616,70337006,21,0
21,47,20061,10345033,25,0
17,38,47637,2466225,25,0
21,47,74931,6257744,25,0
19,43,28717,7412918,25,0
58,130,65008,12379374,23,0
16,35,16127,1327230,26,0
16,35,46571,1159366,26,0
88,196,41054,10145450,22,0
42,94,62765,53889250,24,0
15,34,24583,34478214,26,0
38,85,34149,15436326,24,0
146,375,55291,28211462,21,0
31,71,86984,69789079,24,0
8,18,54127,135765,27,0
133,299,17254,58953238,21,0
110,247,54542,29462925,21,0
252,564,31020,13501417,20,1
69,156,46306,64262971,22,0
18,41,53691,64444780,25,0
46,103,45115,8542544,23,0
124,277,33539,51618587,21,1
8,19,45887,788256,27,0
97,218,16097,31735876,22,0
53,118,28531,21790750,23,0
10,22,71800,34067167,27,0
7,16,32214,31179246,27,0
10,22,35284,33516698,27,0
13,31,36440,39809124,26,0
12,28,25435,3826264,26,0
12,27,40849,18257648,26,0
27,62,49354,3599989,24,0
16,35,44457,13624158,26,0
116,259,19577,30780959,21,0
11,25,26223,64729588,26,0
12,28,41065,47587806,26,0
11,25,74018,60712784,26,0
110,247,69604,27987405,21,0
152,342,51478,59326967,21,0
175,392,110215,28634931,20,1
12,27,41946,52984908,26,0
48,108,91833,3899103,23,0
34,76,37181,11973705,24,0
13,29,17522,74522226,26,0
10,22,75332,36877762,27,0
42,94,20883,25220415,24,0
10,23,15869,15708452,27,0
36,82,54832,9000293,24,0
24,54,38599,3070619,25,0
139,311,74378,57571263,21,0
25,56,58879,59872143,25,0
33,74,38867,16035755,24,0
53,118,27342,22547966,23,0
21,47,39310,52901009,25,0
223,498,62803,71898510,20,0
19,43,15598,2981575,25,0
9,20,28745,70335743,27,0
116,259,55216,34856784,21,0
25,56,38393,6190336,25,0
108,242,31160,47229079,21,0
9,21,38820,2275653,27,0
13,29,28663,4056388,26,0
119,267,69178,73795150,21,0
3,8,32026,705205,29,0
113,254,67746,54153828,21,0
60,136,54787,54808994,23,0
50,113,50394,40205661,23,0
24,54,23411,13577839,25,0
56,125,14046,31989141,23,0
22,49,42984,9788811,25,0
58,130,83885,26151773,23,0
136,306,64308,38603304,21,0
29,65,43957,5141453,24,0
160,358,81280,33563643,21,0
60,136,37754,26874941,23,0
36,82,44190,24903703,24,0
80,179,32145,40357804,22,0
11,25,44163,52281237,26,0
3,7,23598,454478,29,0
7,16,50409,25321292,27,0
11,24,30210,853677,26,0
18,41,9110,45707462,25,0
35,78,36777,9123859,24,0
183,411,71565,60913683,20,0
124,279,90373,14377854,21,0
25,56,33038,14783066,25,0
127,284,19346,44591747,21,0
112,251,55374,62832148,21,0
221,494,69654,57318071,20,0
319,714,75539,34871252,19,0
213,476,71187,42207182,20,0
63,142,36851,44988296,23,0
146,326,47618,19673897,21,1
183,411,95057,57812723,20,0
5,11,43962,41459522,28,0
40,89,50398,18452689,24,0
146,326,87438,35166293,21,1
5,12,67360,74565588,28,0
40,89,28237,41911170,24,0
178,399,84599,47966914,20,0
160,358,50026,65118383,21,0
214,478,67798,22104139,20,1
7,15,39777,14681918,27,0
16,37,23584,32771316,26,0
4,10,50207,66028483,28,0
44,98,42668,26402075,23,0
211,472,12407,48967009,20,0
38,85,21910,10951694,24,0
13,31,37648,1965233,26,0
33,75,38310,25642787,24,0
6,14,25937,34145719,28,0
121,271,28460,24769766,21,0
18,41,40067,13001709,25,0
13,30,76373,32438796,26,0
42,95,44190,1555541,23,0
16,37,10165,37887984,26,0
33,74,31002,67520102,24,0
259,580,98651,36223234,20,1
69,156,57107,21149348,22,0
221,494,59159,39899071,20,0
13,29,23798,64903162,26,0
21,47,67087,38689183,25,0
35,78,35428,2739968,24,0
89,199,63211,9841025,22,0
116,259,20071,41909070,21,0
38,85,17803,15937618,24,0
167,375,55317,59288468,21,0
313,701,49933,57579329,19,0
16,35,63912,71029900,26,0
12,28,37387,46895954,26,0
58,130,69436,73461540,23,0
33,74,51554,30014957,24,0
278,622,108163,25983997,19,1
16,37,23692,1001877,26,0
55,124,67864,52520635,23,0
3,7,59409,609816,29,0
80,179,99733,71771332,22,0
76,171,66109,57292169,22,0
48,108,42178,57758872,23,0
35,78,18536,14368705,24,0
44,98,38128,9594253,23,0
50,113,88029,66687833,23,0
13,30,28491,36386560,26,0
92,206,63559,72610989,22,0
29,65,15602,17612353,24,0
31,71,43399,26083180,24,0
79,177,34181,12613318,22,0
10,24,56073,45977328,26,0
38,85,36906,60195522,24,0
12,28,27404,11477997,26,0
29,65,3378,49807208,24,0
58,130,55932,67960451,23,0
84,187,108771,36730686,22,0
69,156,27235,35906209,22,0
60,136,47109,14074392,23,0
29,65,25773,16359709,24,0
13,31,46119,1009294,26,0
40,89,70993,47949014,24,0
17,39,19102,6509109,25,0
31,70,65202,42540706,24,0
5,11,24781,35815359,28,0
27,62,40922,34491545,24,0
96,215,64420,43766207,22,0
242,542,64682,34829646,20,0
46,103,71813,16051631,23,0
83,186,43519,49181203,22,0
51,115,36308,4901141,23,0
17,39,46404,45558287,25,0
33,74,50760,24645779,24,0
253,567,112382,38902706,20,0
49,111,29472,53072423,23,0
16,35,32235,59418280,26,0
21,47,60281,60160470,25,0
101,225,44685,48916676,22,0
30,68,33693,24760270,24,0
12,28,16942,13537958,26,0
88,196,60294,30360845,22,0
221,494,29916,9760076,20,1
183,411,103596,54383133,20,0
19,42,49808,4716480,25,0
88,196,51288,30544639,22,0
53,118,45216,14786953,23,0
116,259,35051,25752533,21,1
178,398,70698,57339367,20,0
84,187,37891,27070160,22,0
42,94,50229,63075414,24,0
31,71,37783,30065730,24,0
40,90,26557,10251972,24,0
9,21,33441,26848008,27,0
160,358,71495,69320901,21,0
23,51,44837,8999917,25,0
63,142,24437,14087248,23,0
96,215,101303,69704887,22,0
105,236,59867,43874137,22,1
157,351,72232,55134567,21,0
31,71,39598,3123399,24,0
35,78,95515,39959995,24,0
121,271,26770,21749209,21,1
14,32,24015,6389897,26,0
